ID;Block_no;Treatment_no;Farm;Research_Organization;Production_type;Champs;Region;Municipality;Annee;Lat;Long;Variete;Cultivar_purity_perc;Year_of_stand_establishment;Nutrient_tested;Regie;Fertilizer_formula;Fertilizer_21-0-0;Fertilizer_8-0-0;Fertilizer_6-1-1;Fertilizer_24-5-11;Fertilizer_14-14-14;Fertilizer_13-13-13;Fertilizer_11-52-0;Fertilizer_11-38-0;Fertilizer_10-10-20;Fertilizer_5-10-30;Fertilizer_4,9-2,7-3,5;Fertilizer_2-6-42;Fertilizer_0-46-0;Fertilizer_0-13-0;Fertilizer_0-0-62;Fertilizer_0-0-56;Fertilizer_0-0-50;Fertilizer_0-0-22-11;Fertilizer_0-0-0-21;Fertilizer_0-0-0-25;Fertilizer_0-0-0-90;Fertilizer-name_N;Fertilizer-name_P;Fertilizer-name_K;Fertilizer-name_Mg;Fertilizer-name_Ca;Fertilizer-name_Cu;Fertilizer-name_B;S_Fert;N_Fert;P_Fert;K_Fert;Mg_Fert;Cu_Fert;B_Fert;Zn_Fert;S_elementaire_Fert;S_SCU_Fert;S_Fert;Ca_Fert;Fertilizer_date_application1_S;Fertilizer_date_application2_S;Fertilizer_date_application3_S;Fertilizer_date_application4_Elements_mineurs_S;Fertilizer_date_application1_N;Fertilizer_date_application2_N;Fertilizer_date_application1_NPK;Fertilizer_date_application2_NPK;Fertilizer_date_application3_NPK;Fertilizer_date_application4_NPK;Fertilizer_date_application5_NPK;Fertilizer_date_application6_NPK;Fertilizer_date_application7_NPK;Fertilizer_date_application8_NPK;Fertilizer_date_application1_K;Fertilizer_date_application2_K;Fertilizer_date_application3_K;Fertilizer_date_application4_K;Method_CSN_drying_T_celcius_leaf_fruit;Method_CSN_leaf_fruit;Method_extraction_leaf_fruit;Method_quantification_leaf_fruit;Method_CSN.drying_T_celcius_soil;Method_CNS_grinding_0.02mm;Method_C_soil;Method_N_soil;Method_quantification_Nutrients_Mehlich3_soil;Methode_quantification_Oxalate_soil;Leaf_Date_collection_stage1;Leaf_C_stage1_g_kg;Leaf_S_stage1_g_kg;Leaf_N_stage1_g_kg;Leaf_P_stage1_g_kg;Leaf_K_stage1_g_kg;Leaf_Ca_stage1_g_kg;Leaf1_Mg_stage_g_kg;Leaf_B_stage1_g_kg;Leaf_Cu_stage1_g_kg;Leaf_Zn_stage1_g_kg;Leaf_Mn_stage1_g_kg;Leaf_Fe_stage1_g_kg;Leaf_Al_stage1_g_kg;Leaf_Si_stage1_g_kg;Leaf_date_harvest_stage2;Leaf_C_CNS_stage2_g_kg;Leaf_S_CNS_stage2_g_kg;Leaf_S_stage2_g_kg_ICP;Leaf_N_stage2_g_kg;Leaf_P_stage2_g_kg;Leaf_K_stage2_g_kg;Leaf_Mg_stage2_g_kg;Leaf_Ca_stage2_g_kg;Leaf_B_stage2_g_kg;Leaf_Cu_stage2_g_kg;Leaf_Zn_stage2_g_kg;Leaf_Mn_stage2_g_kg;Leaf_Fe_stage2_g_kg;Leaf_Al_stage2_g_kg;Leaf_Na_stage2_g_kg;Leaf_Si_stage2_g_kg;Flower_date_harvest;Flower_Nb_upright_collection;Flower_Nb_Flower_collection;Fruit_date_harvest;Fruit_C_g_kg;Fruit_S_g_kg;Fruit_S_g_kg_ICP;Fruit_N_g_kg;Fruit_P_g_kg;Fruit_K_g_kg;Fruit_Ca_g_kg;Fruit_Mg_g_kg;Fruit_B_g_kg;Fruit_Cu_g_kg;Fruit_Zn_g_kg;Fruit_Mn_g_kg;Fruit_Fe_g_kg;Fruit_Al_g_kg;Fruit_Si_g_kg;Fruit_Tacy_labo_mg_Anth_100g;Fruit_Tacy_image_mg_Anth_100g_515nm;Fruit_Brix_degreeBrix;Fruit_Firmness_N_mm;Fruit_weight_g;Fruit_yield_Mg_ha;Yield class;Fruit_moisture_berry_perc;Date_harvest_Fruit_upright;Fruiting_upright_Nb_m2;Nb_Fruit_m2;Soil_sampling_date;Soil_pH_CaCl2_spring;Soil_pH_water_spring;PH_buffer_spring;Soil_organic_carbon_method;Soil_organic_carbon_OM_mg_kg;Soil_organic_carbon_totC_mg_kg;Soil_S_spring_mg_kg;Soil_N_spring_mg_kg;Soil_Ca_Mehlich3_spring_mg_kg;Soil_Mg_Mehlich3_spring_mg_kg;Soil_K_Mehlich3_spring_mg_kg;Soil_B_Mehlich3_spring_mg_kg;Soil_Cu_Mehlich3_spring_mg_kg;Soil_Zn_Mehlich3_spring_mg_kg;Soil_Fe_Mehlich3_spring_mg_kg;Soil_Mn_Mehlich3_spring_mg_kg;Soil_Al_Mehlich3_spring_mg_kg;Soil_P_Mehlich3_spring_mg_kg;Soil_S_Mehlich3_spring_mg_kg;Soil_Si_Mehlich3_spring_mg_kg;Soil_Na_Mehlich3_spring_mg_kg;Soil_Ca_OX_spring_mg_kg;Soil_Mg_OX_spring_mg_kg;Soil_Fe_OX_spring_mg_kg;Soil_Mn_OX_spring_mg_kg;Soil_Al_OX_spring_mg_kg;Soil_P_OX_spring_mg_kg;Soil_Si_OX_spring_mg_kg;Soil_P_OX_spring_mmol_kg;Soil_Fe_OX_spring_mmol_kg;Soil_Al_OX_spring_mmol_kg;Soil_Date_harvest_autumn;Soil_pH_CaCl2_autumn;Soil_pH_buffer_autumn;Soil_C_autumn_perc;Soil_S_autumn_perc;Soil_N_autumn_perc;Soil_Ca_Mehlich3_autumn_mg_kg;Soil_Mg_Mehlich3_autumn_mg_kg;Soil_K_Mehlich3_autumn_mg_kg;Soil_B_Mehlich3_autumn_mg_kg;Soil_Cu_Mehlich3_autumn_mg_kg;Soil_Zn_Mehlich3_autumn_mg_kg;Soil_Fe_Mehlich3_autumn_mg_kg;Soil_Mn_Mehlich3_autumn_mg_kg;Soil_Al_Mehlich3_autumn_mg_kg;Soil_P_Mehlich3_autumn_mg_kg;Soil_S_Mehlich3_autumn_mg_kg;Soil_Na_Mehlich3_autumn_mg_kg;Soil_bulk density_0_10cm_g_cm3;Soil_bulk density_10_20cm_g_cm3;Soil_bulk density_20_30cm_g_cm3;Soil_texture;Soil_Sand_tot_perc;Soil_clay_tot_perc;Soil_sand_very coarse_1mm_perc;Soil_sand_coarse_0.5mm_perc;Soil_sand_medium_0.25mm_perc;Soil_sand_fine_0.1mm_perc;Soil_sand.very_fine_0.05mm_perc;Soil_series;Precipitations_total_May_mm;Precipitations_total_June_mm;Precipitations_total_July_mm;Precipitations_total_August_mm;Precipitations_total_September_mm;Precipitations_total_October_mm;Temperature_mean_air_May_celcius;Temperature_mean_air_June_celcius;Temperature_mean_air_July_celcius;Temperature_mean_air_August_celcius;Temperature_mean_air_September_celcius;Temperature_mean_air_October_celcius;NDVI;Comments
2018_037;1;N0;La Cannebergiere;Universite Laval;Conventional;10;Centre_du_Quebec;Laurierville;2018;46,326977;-71,740472;Stevens;94;2007;N;Conv;13-13-13;A;A;A;A;A;P;A;A;A;A;P;A;A;A;A;A;P;P;A;P;P;13-13-13;ActiSoil;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;;DS90;59,4048;52,2704;138,208;17,5392;;;3,2256;253,55456;0;253,55456;;2018-05-24;;;2018-06-06;;;2018-06-15;2018-06-26;2018-07-04;2018-07-11;2018-07-18;;;;2018-07-31;;;;23;TruMac CSN Leco_sulfur_detector_changed;AcideNitrique_Peroxyde;ICP_AgricultureCanada;23;A;TruMac CSN Leco;TruMac CSN Leco;ICP_AgricultureCanada;;;;;;;;;;;;;;;;;31-08-2018;487,29;1,89;1,563308645;7,9767;1,14307;6,10725;1,79998;6,62589;0,02534;0,00458;0,0225;0,25812;0,05162;0,07998;;0,42232;;;;2018-09-28;445,2;1,15;0,460397084;3,2269;0,748;7,752;0,523;0,5424;0,005083;0,003353;0,005614;0,019434;0,018099;0,01851;0,217611;;23;7,59;6,59;1,565824728;36,76;Low yield;88,6919228;;;;2018-05-14;3,98;;;Ct;;4657,7;44,1;344,6;44,92504997;17,4083944;25,02331779;;3,567621586;1,145236509;242,1125916;2,338441039;729,6895403;71,94653641;11,67721519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;92,99581879;2,298825832;0,66468254;2,420634921;31,68650794;45,67460317;11,94444444;Saint-Samuel;71;91;73,4;78,8;55,2;82,8;13,2;16,6;21,9;21;15;5,1;;
2018_038;2;N0;La Cannebergiere;Universite Laval;Conventional;10;Centre_du_Quebec;Laurierville;2018;46,326977;-71,740472;Stevens;94;2007;N;Conv;13-13-13;A;A;A;A;A;P;A;A;A;A;P;A;A;A;A;A;P;P;A;P;P;13-13-13;ActiSoil;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;;DS90;59,4048;52,2704;138,208;17,5392;;;3,2256;253,55456;0;253,55456;;2018-05-24;;;2018-06-06;;;2018-06-15;2018-06-26;2018-07-04;2018-07-11;2018-07-18;;;;2018-07-31;;;;23;TruMac CSN Leco_sulfur_detector_changed;AcideNitrique_Peroxyde;ICP_AgricultureCanada;23;A;TruMac CSN Leco;TruMac CSN Leco;ICP_AgricultureCanada;;;;;;;;;;;;;;;;;31-08-2018;485,28;1,94;1,730456684;8,5466;1,13661;5,87246;1,95148;7,60054;0,03046;0,00461;0,02297;0,38902;0,0553;0,09152;;0,42755;;;;2018-09-28;442,28;1,08;0,426861668;3,2031;0,741;7,42;0,511;0,5171;0,005277;0,00304;0,005714;0,023669;0,015172;0,01931;0,19573;;26,5;7,7;6,498;1,559290781;33,84;Low yield;88,46403596;;;;2018-05-14;4,07;;;Ct;;3555,7;39;515,6;58,2011893;16,24380575;25,31219029;;1,645193261;0,972249752;201,67889;2,170465808;573,3062438;77,00917935;9,162537166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;94,4216656;2,298053045;0,546176763;3,227408143;34,21052632;46,60377358;8,381330685;Saint-Samuel;71;91;73,4;78,8;55,2;82,8;13,2;16,6;21,9;21;15;5,1;;
2018_039;1;N15;La Cannebergiere;Universite Laval;Conventional;10;Centre_du_Quebec;Laurierville;2018;46,326977;-71,740472;Stevens;94;2007;N;Conv;13-13-13;A;A;A;A;A;P;A;A;A;A;P;A;A;A;A;A;P;P;A;P;P;13-13-13;ActiSoil;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;;DS90;59,4048;52,2704;138,208;17,5392;;;3,2256;253,55456;0;253,55456;;2018-05-24;;;2018-06-06;;;2018-06-15;2018-06-26;2018-07-04;2018-07-11;2018-07-18;;;;2018-07-31;;;;23;TruMac CSN Leco_sulfur_detector_changed;AcideNitrique_Peroxyde;ICP_AgricultureCanada;23;A;TruMac CSN Leco;TruMac CSN Leco;ICP_AgricultureCanada;;;;;;;;;;;;;;;;;31-08-2018;483,69;2,02;1,945270345;8,4283;1,10105;5,68871;1,7969;6,7931;0,02546;0,00482;0,02233;0,27298;0,06331;0,11031;;0,46399;;;;2018-09-28;441,1;1,07;0,426677007;3,2183;0,715;7,263;0,421;0,4842;0,004421;0,00335;0,005486;0,016233;0,014464;0,01288;0,196361;;27;8,03;5,718;1,616211783;33,43;Low yield;88,60703471;;;;2018-05-14;3,84;;;Ct;;4839,9;76,8;224,7;34,9224934;23,84564644;30,51451187;;4,551451187;1,540567282;289,2091029;2,265831135;662,341029;87,84910244;14,16391821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;92,99581879;2,298825832;0,66468254;2,420634921;31,68650794;45,67460317;11,94444444;Saint-Samuel;71;91;73,4;78,8;55,2;82,8;13,2;16,6;21,9;21;15;5,1;;
2018_040;2;N15;La Cannebergiere;Universite Laval;Conventional;10;Centre_du_Quebec;Laurierville;2018;46,326977;-71,740472;Stevens;94;2007;N;Conv;13-13-13;A;A;A;A;A;P;A;A;A;A;P;A;A;A;A;A;P;P;A;P;P;13-13-13;ActiSoil;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;;DS90;59,4048;52,2704;138,208;17,5392;;;3,2256;253,55456;0;253,55456;;2018-05-24;;;2018-06-06;;;2018-06-15;2018-06-26;2018-07-04;2018-07-11;2018-07-18;;;;2018-07-31;;;;23;TruMac CSN Leco_sulfur_detector_changed;AcideNitrique_Peroxyde;ICP_AgricultureCanada;23;A;TruMac CSN Leco;TruMac CSN Leco;ICP_AgricultureCanada;;;;;;;;;;;;;;;;;31-08-2018;478,26;2,01;1,879425553;8,1701;1,15116;6,44391;1,92617;7,37751;0,0257;0,00484;0,02288;0,33491;0,05775;0,08656;;0,43489;;;;2018-09-28;446,87;1,13;0,435616819;3,2305;0,747;7,279;0,524;0,4976;0,004487;0,003313;0,00569;0,022665;0,014436;0,01587;0,203442;;25;7,7;5,962;1,658951067;37,95;Low yield;89,1856262;;;;2018-05-14;3,94;;;Ct;;3707;80,4;414,4;37,83966942;18,52561983;24,94214876;;2,578512397;1,002644628;234,0733884;2,01322314;635,5596694;73,61123517;13,22479339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;94,4216656;2,298053045;0,546176763;3,227408143;34,21052632;46,60377358;8,381330685;Saint-Samuel;71;91;73,4;78,8;55,2;82,8;13,2;16,6;21,9;21;15;5,1;;
2018_041;1;N30;La Cannebergiere;Universite Laval;Conventional;10;Centre_du_Quebec;Laurierville;2018;46,326977;-71,740472;Stevens;94;2007;N;Conv;13-13-13;A;A;A;A;A;P;A;A;A;A;P;A;A;A;A;A;P;P;A;P;P;13-13-13;ActiSoil;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;;DS90;59,4048;52,2704;138,208;17,5392;;;3,2256;253,55456;0;253,55456;;2018-05-24;;;2018-06-06;;;2018-06-15;2018-06-26;2018-07-04;2018-07-11;2018-07-18;;;;2018-07-31;;;;23;TruMac CSN Leco_sulfur_detector_changed;AcideNitrique_Peroxyde;ICP_AgricultureCanada;23;A;TruMac CSN Leco;TruMac CSN Leco;ICP_AgricultureCanada;;;;;;;;;;;;;;;;;31-08-2018;474,3;2,01;1,721117952;8,2304;1,10174;4,71613;1,88853;7,37886;0,02689;0,00415;0,01975;0,27003;0,05196;0,09177;;0,36992;;;;2018-09-28;439,22;1,11;0,398021146;2,5369;0,665;7,065;0,457;0,4354;0,004109;0,003333;0,004876;0,014708;0,013696;0,01413;0,201324;;22,5;7,59;5,966;1,506845939;41,94;High yield;88,57947163;;;;2018-05-14;3,87;;;Ct;;5577,3;133;486,2;38,35813492;25,03968254;30,30753968;;3,660714286;1,108134921;313,4761905;2,212301587;681,702381;78,15917323;12,00892857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;92,99581879;2,298825832;0,66468254;2,420634921;31,68650794;45,67460317;11,94444444;Saint-Samuel;71;91;73,4;78,8;55,2;82,8;13,2;16,6;21,9;21;15;5,1;;
2018_042;2;N30;La Cannebergiere;Universite Laval;Conventional;10;Centre_du_Quebec;Laurierville;2018;46,326977;-71,740472;Stevens;94;2007;N;Conv;13-13-13;A;A;A;A;A;P;A;A;A;A;P;A;A;A;A;A;P;P;A;P;P;13-13-13;ActiSoil;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;;DS90;59,4048;52,2704;138,208;17,5392;;;3,2256;253,55456;0;253,55456;;2018-05-24;;;2018-06-06;;;2018-06-15;2018-06-26;2018-07-04;2018-07-11;2018-07-18;;;;2018-07-31;;;;23;TruMac CSN Leco_sulfur_detector_changed;AcideNitrique_Peroxyde;ICP_AgricultureCanada;23;A;TruMac CSN Leco;TruMac CSN Leco;ICP_AgricultureCanada;;;;;;;;;;;;;;;;;31-08-2018;487,57;2,06;1,899625286;8,1583;1,12325;5,18691;2,1023;8,61647;0,03883;0,0046;0,02677;0,48629;0,09051;0,14586;;0,53151;;;;2018-09-28;441,4;1,11;0,440526695;2,9513;0,764;7,185;0,533;0,5342;0,005262;0,003281;0,005905;0,023127;0,01568;0,01203;0,184357;;25,5;7,92;5,654;1,543071687;33,41;Low yield;88,71411834;;;;2018-05-14;3,93;;;Ct;;4883,8;67,8;356,6;38,98098732;20,37358239;25,00667111;;4,472981988;0,897598399;235,1107405;2,021347565;637,2208139;80,66585362;11,21247498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;94,4216656;2,298053045;0,546176763;3,227408143;34,21052632;46,60377358;8,381330685;Saint-Samuel;71;91;73,4;78,8;55,2;82,8;13,2;16,6;21,9;21;15;5,1;;
2018_043;1;N45;La Cannebergiere;Universite Laval;Conventional;10;Centre_du_Quebec;Laurierville;2018;46,326977;-71,740472;Stevens;94;2007;N;Conv;13-13-13;A;A;A;A;A;P;A;A;A;A;P;A;A;A;A;A;P;P;A;P;P;13-13-13;ActiSoil;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;;DS90;59,4048;52,2704;138,208;17,5392;;;3,2256;253,55456;0;253,55456;;2018-05-24;;;2018-06-06;;;2018-06-15;2018-06-26;2018-07-04;2018-07-11;2018-07-18;;;;2018-07-31;;;;23;TruMac CSN Leco_sulfur_detector_changed;AcideNitrique_Peroxyde;ICP_AgricultureCanada;23;A;TruMac CSN Leco;TruMac CSN Leco;ICP_AgricultureCanada;;;;;;;;;;;;;;;;;31-08-2018;479,64;2,07;1,82860763;7,7535;1,14833;5,70485;1,94917;6,87741;0,02695;0,0047;0,02205;0,27234;0,07033;0,10491;;0,53302;;;;2018-09-28;454,39;1,1;0,461641246;3,3184;0,81;0,623;0,559;0,4849;0,005;0,003606;0,00561;0,013517;0,017346;0,01584;0,241965;;21;7,59;6,075;1,287856586;40,35;High yield;88,56261682;;;;2018-05-14;3,91;;;Ct;;4677,2;30,1;510,6;44,14412929;19,07651715;25,34960422;;2,216358839;1,021108179;211,2902375;2,196569921;610,810686;69,76019872;10,17645119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;92,99581879;2,298825832;0,66468254;2,420634921;31,68650794;45,67460317;11,94444444;Saint-Samuel;71;91;73,4;78,8;55,2;82,8;13,2;16,6;21,9;21;15;5,1;;
2018_044;2;N45;La Cannebergiere;Universite Laval;Conventional;10;Centre_du_Quebec;Laurierville;2018;46,326977;-71,740472;Stevens;94;2007;N;Conv;13-13-13;A;A;A;A;A;P;A;A;A;A;P;A;A;A;A;A;P;P;A;P;P;13-13-13;ActiSoil;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;;DS90;59,4048;52,2704;138,208;17,5392;;;3,2256;253,55456;0;253,55456;;2018-05-24;;;2018-06-06;;;2018-06-15;2018-06-26;2018-07-04;2018-07-11;2018-07-18;;;;2018-07-31;;;;23;TruMac CSN Leco_sulfur_detector_changed;AcideNitrique_Peroxyde;ICP_AgricultureCanada;23;A;TruMac CSN Leco;TruMac CSN Leco;ICP_AgricultureCanada;;;;;;;;;;;;;;;;;31-08-2018;484,37;2,01;2,034906506;7,5362;1,11247;5,81334;1,89732;7,89526;0,0317;0,00504;0,02257;0,30997;0,08531;0,13738;;0,5;;;;2018-09-28;444,37;1,11;0,435061062;2,8521;0,779;6,968;0,451;0,4774;0,004225;0,003781;0,00545;0,01416;0,012913;0,01156;0,19136;;22,5;8,14;6,879;1,519960144;34,65;Low yield;88,05211558;;;;2018-05-14;3,83;;;Ct;;5552,8;39,2;430;33,1639839;34,66800805;36,88128773;;3,158953722;0,941649899;326,5935614;2,535211268;630,4889336;76,83164875;11,21227364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;94,4216656;2,298053045;0,546176763;3,227408143;34,21052632;46,60377358;8,381330685;Saint-Samuel;71;91;73,4;78,8;55,2;82,8;13,2;16,6;21,9;21;15;5,1;;
2018_045;1;N60;La Cannebergiere;Universite Laval;Conventional;10;Centre_du_Quebec;Laurierville;2018;46,326977;-71,740472;Stevens;94;2007;N;Conv;13-13-13;A;A;A;A;A;P;A;A;A;A;P;A;A;A;A;A;P;P;A;P;P;13-13-13;ActiSoil;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;;DS90;59,4048;52,2704;138,208;17,5392;;;3,2256;253,55456;0;253,55456;;2018-05-24;;;2018-06-06;;;2018-06-15;2018-06-26;2018-07-04;2018-07-11;2018-07-18;;;;2018-07-31;;;;23;TruMac CSN Leco_sulfur_detector_changed;AcideNitrique_Peroxyde;ICP_AgricultureCanada;23;A;TruMac CSN Leco;TruMac CSN Leco;ICP_AgricultureCanada;;;;;;;;;;;;;;;;;31-08-2018;477,59;2,51;2,629167839;9,5094;1,30683;6,40835;2,12363;6,47892;0,03035;0,0047;0,02205;0,27572;0,05904;0,1346;;0,49965;;;;2018-09-28;448,77;1,21;0,490371764;3,2017;0,812;7,654;0,407;0,4866;0,004099;0,003524;0,006006;0,011665;0,015158;0,01121;0,206617;;18,5;7,81;5,189;1,340346374;35,81;Low yield;89,01309408;;;;2018-05-14;3,77;;;Ct;;4951,2;149;488,3;35,36784288;24,2276964;27,00399467;;5,143142477;0,947736352;291,6950732;1,957390146;681,0379494;86,91950259;15,0349534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;92,99581879;2,298825832;0,66468254;2,420634921;31,68650794;45,67460317;11,94444444;Saint-Samuel;71;91;73,4;78,8;55,2;82,8;13,2;16,6;21,9;21;15;5,1;;
2018_046;2;N60;La Cannebergiere;Universite Laval;Conventional;10;Centre_du_Quebec;Laurierville;2018;46,326977;-71,740472;Stevens;94;2007;N;Conv;13-13-13;A;A;A;A;A;P;A;A;A;A;P;A;A;A;A;A;P;P;A;P;P;13-13-13;ActiSoil;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;;DS90;59,4048;52,2704;138,208;17,5392;;;3,2256;253,55456;0;253,55456;;2018-05-24;;;2018-06-06;;;2018-06-15;2018-06-26;2018-07-04;2018-07-11;2018-07-18;;;;2018-07-31;;;;23;TruMac CSN Leco_sulfur_detector_changed;AcideNitrique_Peroxyde;ICP_AgricultureCanada;23;A;TruMac CSN Leco;TruMac CSN Leco;ICP_AgricultureCanada;;;;;;;;;;;;;;;;;31-08-2018;475,9;1,87;1,697476744;8,0494;1,10755;5,41693;2,00227;7,80038;0,03251;0,00465;0,02396;0,32615;0,05098;0,08747;;0,38203;;;;2018-09-28;427,58;1,1;0,372714578;2,4894;0,687;6,534;0,557;0,4614;0,004542;0,003212;0,005453;0,022175;0,012494;0,01413;0,174481;;26,5;7,59;5,95;1,533408659;37,03;Low yield;88,32424573;;;;2018-05-14;3,94;;;Ct;;4076,5;62;433,3;46,80298013;24,2781457;28,55960265;;1,599337748;1,293377483;280,6629139;2,483443709;602,4198675;72,77186091;11,79635762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;94,4216656;2,298053045;0,546176763;3,227408143;34,21052632;46,60377358;8,381330685;Saint-Samuel;71;91;73,4;78,8;55,2;82,8;13,2;16,6;21,9;21;15;5,1;;
2018_047;1;N0 6-1-1;La Cannebergiere;Universite Laval;Conventional;10;Centre_du_Quebec;Laurierville;2018;46,326977;-71,740472;Stevens;94;2007;N;Conv;13-13-13;A;A;A;A;A;P;A;A;A;A;P;A;A;A;A;A;P;P;A;P;P;13-13-13;ActiSoil;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;;DS90;59,4048;52,2704;138,208;17,5392;;;3,2256;253,55456;0;253,55456;;2018-05-24;;;2018-06-06;;;2018-06-15;2018-06-26;2018-07-04;2018-07-11;2018-07-18;;;;2018-07-31;;;;23;TruMac CSN Leco_sulfur_detector_changed;AcideNitrique_Peroxyde;ICP_AgricultureCanada;23;A;TruMac CSN Leco;TruMac CSN Leco;ICP_AgricultureCanada;;;;;;;;;;;;;;;;;31-08-2018;485,24;1,83;1,486815282;8,3246;0,98655;5,15264;1,70261;6,88635;0,02483;0,00414;0,01992;0,31035;0,05465;0,10481;;0,36904;;;;2018-09-28;453,44;1,08;0,520855712;4,1096;0,81;7,518;0,493;0,5096;0,004699;0,003441;0,006811;0,019763;0,0173;0,01535;0,251372;;19,5;7,81;5,462;1,287364318;49,42;High yield;88,98030708;;;;2018-05-14;3,96;;;Ct;;3859,5;55;315,9;33,54263824;19,9467022;24,56362425;;2,638241173;0,969353764;210,673551;2,318454364;578,8500999;62,3615275;10,41805463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;92,99581879;2,298825832;0,66468254;2,420634921;31,68650794;45,67460317;11,94444444;Saint-Samuel;71;91;73,4;78,8;55,2;82,8;13,2;16,6;21,9;21;15;5,1;;
2018_048;2;N0 6-1-1;La Cannebergiere;Universite Laval;Conventional;10;Centre_du_Quebec;Laurierville;2018;46,326977;-71,740472;Stevens;94;2007;N;Conv;13-13-13;A;A;A;A;A;P;A;A;A;A;P;A;A;A;A;A;P;P;A;P;P;13-13-13;ActiSoil;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;;DS90;59,4048;52,2704;138,208;17,5392;;;3,2256;253,55456;0;253,55456;;2018-05-24;;;2018-06-06;;;2018-06-15;2018-06-26;2018-07-04;2018-07-11;2018-07-18;;;;2018-07-31;;;;23;TruMac CSN Leco_sulfur_detector_changed;AcideNitrique_Peroxyde;ICP_AgricultureCanada;23;A;TruMac CSN Leco;TruMac CSN Leco;ICP_AgricultureCanada;;;;;;;;;;;;;;;;;31-08-2018;479,55;2;1,838820688;8,7361;1,09282;6,41649;1,65947;6,7585;0,02791;0,00449;0,01879;0,28503;0,0682;0,13142;;0,47972;;;;2018-09-28;432,37;1,01;0,396950221;2,6182;0,651;6,98;0,436;0,4335;0,004114;0,003088;0,005135;0,014864;0,012854;0,01553;0,19869;;22,5;7,81;5,486;1,448850459;38,36;Low yield;88,32099657;;;;2018-05-14;3,89;;;Ct;;5160,2;62,8;406,2;33,02190508;24,99170262;23,34882177;;1,722535679;1,06936608;277,2027879;2,509127116;606,6969798;58,28403938;10,15101228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;94,4216656;2,298053045;0,546176763;3,227408143;34,21052632;46,60377358;8,381330685;Saint-Samuel;71;91;73,4;78,8;55,2;82,8;13,2;16,6;21,9;21;15;5,1;;
2018_049;1;S250;La Cannebergiere;Universite Laval;Conventional;10;Centre_du_Quebec;Laurierville;2018;46,326977;-71,740472;Stevens;94;2007;S;Conv;13-13-13;A;A;A;A;A;P;A;A;A;A;P;A;A;A;A;A;P;P;A;P;P;13-13-13;ActiSoil;Potassium sulfate;Sul_Po_Mag;;Copper sulfate;;DS90;59,4048;52,2704;138,208;17,5392;;;3,2256;253,55456;0;253,55456;;2018-05-24;;;2018-06-06;;;2018-06-15;2018-06-26;2018-07-04;2018-07-11;2018-07-18;;;;2018-07-31;;;;23;TruMac CSN Leco_sulfur_detector_changed;AcideNitrique_Peroxyde;ICP_AgricultureCanada;23;A;TruMac CSN Leco;TruMac CSN Leco;ICP_AgricultureCanada;;;;;;;;;;;;;;;;;31-08-2018;481,36;2,21;2,105706139;8,6962;1,26461;5,7124;1,90707;6,65944;0,02406;0,00424;0,01824;0,24507;0,05273;0,10862;;0,4632;;;;2018-09-28;448,1;1,12;0,504489313;3,6854;0,822;6,589;0,506;0,4551;0,004088;0,003313;0,006463;0,016227;0,071654;0,02219;0,227321;;22,5;7,37;6,227;1,300367041;43,38;High yield;88,64613302;;;;2018-05-14;3,8;;;Ct;;4832,1;47,3;284,8;36,34102142;22,67545305;26,48105437;;3,390444811;1,043822076;295,4965404;2,05601318;684,4902801;89,1650839;11,77759473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;92,99581879;2,298825832;0,66468254;2,420634921;31,68650794;45,67460317;11,94444444;Saint-Samuel;71;91;73,4;78,8;55,2;82,8;13,2;16,6;21,9;21;15;5,1;;
